category,group_code,group_label,division,division_label,annual_spending_euros_2017,budget_share,division_rate,contribution_points
type_de_menage,4,Couples avec enfants,11,Restauration et hébergement,3257,0.0847008035783944,1.8669446550416913,0.1581317125184196
type_de_menage,4,Couples avec enfants,12,Autres biens et services,6245,0.16240605414401998,2.838363811631961,0.4609674668723272
type_de_menage,5,Autres ménages,01,Alimentation et boissons non alcoolisées,5460,0.1848341232227488,1.1523941982912733,0.21300177124815003
type_de_menage,5,Autres ménages,02,Boissons alcoolisées et tabac,1002,0.03392010832769127,1.8773716796484985,0.06368065074501678
type_de_menage,5,Autres ménages,03,Habillement et chaussures,1511,0.0511509817197021,-1.479379876380582,-0.0756717330132383
type_de_menage,5,Autres ménages,04,"Logement, eau et énergie",5173,0.17511848341232228,3.576437587657799,0.6263003263694582
type_de_menage,5,Autres ménages,05,Meubles et entretien du foyer,1204,0.04075829383886256,-0.019932230416597196,-0.0008124037041835824
type_de_menage,5,Autres ménages,06,Santé,545,0.018449559918754233,-0.5128720836685363,-0.009462264238298995
type_de_menage,5,Autres ménages,07,Transports,4706,0.15930941096817874,6.9813176007866184,1.112189594763095
type_de_menage,5,Autres ménages,08,Information et communication,967,0.03273527420446852,4.937399030694678,0.16162711112666736
type_de_menage,5,Autres ménages,09,Loisirs et culture,2460,0.08327691266079891,-0.4483867823374621,-0.03734026691097348
type_de_menage,5,Autres ménages,10,Enseignement,358,0.012119160460392688,4.728440919586374,0.05730473423195403
type_de_menage,5,Autres ménages,11,Restauration et hébergement,1772,0.05998645903859174,1.8669446550416913,0.1119913990769762
type_de_menage,5,Autres ménages,12,Autres biens et services,4382,0.14834123222748816,2.838363811631961,0.4210463853273952
type_de_menage,TOT,Ensemble,01,Alimentation et boissons non alcoolisées,4410,0.16089605603998686,1.1523941982912733,0.18541568150842844
type_de_menage,TOT,Ensemble,02,Boissons alcoolisées et tabac,788,0.028749680761793572,1.8773716796484985,0.05397383646112652
type_de_menage,TOT,Ensemble,03,Habillement et chaussures,1374,0.050129519500893865,-1.479379876380582,-0.07416060236225035
type_de_menage,TOT,Ensemble,04,"Logement, eau et énergie",4454,0.16250136816374183,3.576437587657799,0.5811760011466247
type_de_menage,TOT,Ensemble,05,Meubles et entretien du foyer,1558,0.056842642927505564,-0.019932230416597196,-0.0011330006563194
type_de_menage,TOT,Ensemble,06,Santé,505,0.01842460505673319,-0.5128720836685363,-0.009449465586216602
type_de_menage,TOT,Ensemble,07,Transports,4482,0.16352293042431318,6.9813176007866184,1.1416055123034632
type_de_menage,TOT,Ensemble,08,Information et communication,743,0.027107884271589625,4.937399030694678,0.1338424415267301
type_de_menage,TOT,Ensemble,09,Loisirs et culture,2566,0.093618884308074,-0.4483867823374621,-0.04197747030092042
type_de_menage,TOT,Ensemble,10,Enseignement,214,0.007807654420080995,4.728440919586374,0.0369180326459004
type_de_menage,TOT,Ensemble,11,Restauration et hébergement,1972,0.07194717063738189,1.8669446550416913,0.13432138566683263
type_de_menage,TOT,Ensemble,12,Autres biens et services,4343,0.15845160348790543,2.838363811631961,0.4497432972351274
decile_de_niveau_de_vie,1,Décile 1,01,Alimentation et boissons non alcoolisées,2863,0.1775724120821187,1.1523941982912733,0.2046334174600208
decile_de_niveau_de_vie,1,Décile 1,02,Boissons alcoolisées et tabac,552,0.034236804564907276,1.8773716796484985,0.06427520729181735
decile_de_niveau_de_vie,1,Décile 1,03,Habillement et chaussures,902,0.055944923401352105,-1.479379876380582,-0.08276379386561342
decile_de_niveau_de_vie,1,Décile 1,04,"Logement, eau et énergie",3640,0.22576443589902623,3.576437587657799,0.8074324145056372
decile_de_niveau_de_vie,1,Décile 1,05,Meubles et entretien du foyer,593,0.036779755628605096,-0.019932230416597196,-0.0007331025638554944
decile_de_niveau_de_vie,1,Décile 1,06,Santé,254,0.01575389195559139,-0.5128720836685363,-0.008079731393153149
decile_de_niveau_de_vie,1,Décile 1,07,Transports,2189,0.13576877752279354,6.9813176007866184,0.9478449561571611
decile_de_niveau_de_vie,1,Décile 1,08,Information et communication,647,0.040129008249085156,4.937399030694678,0.1981329264317718
decile_de_niveau_de_vie,1,Décile 1,09,Loisirs et culture,1255,0.0778391118278236,-0.4483867823374621,-0.034902028892483714
decile_de_niveau_de_vie,1,Décile 1,10,Enseignement,295,0.018296843019289213,4.728440919586374,0.08651554123165542
decile_de_niveau_de_vie,1,Décile 1,11,Restauration et hébergement,851,0.052781740370898715,1.8669446550416913,0.0985405880692476
decile_de_niveau_de_vie,1,Décile 1,12,Autres biens et services,2082,0.12913229547850896,2.838363811631961,0.3665244343991653
decile_de_niveau_de_vie,10,Décile 10,01,Alimentation et boissons non alcoolisées,6559,0.13565105890138981,1.1523941982912733,0.15632349327002942
decile_de_niveau_de_vie,10,Décile 10,02,Boissons alcoolisées et tabac,1086,0.022460291197882197,1.8773716796484985,0.042166314611562485
decile_de_niveau_de_vie,10,Décile 10,03,Habillement et chaussures,2344,0.04847782925215089,-1.479379876380582,-0.07171712504624596
decile_de_niveau_de_vie,10,Décile 10,04,"Logement, eau et énergie",5788,0.11970549305095964,3.576437587657799,0.4281192247965615
decile_de_niveau_de_vie,10,Décile 10,05,Meubles et entretien du foyer,3889,0.08043100595632031,-0.019932230416597196,-0.001603169343360078
decile_de_niveau_de_vie,10,Décile 10,06,Santé,768,0.01588352084712111,-0.5128720836685363,-0.008146214432855639
decile_de_niveau_de_vie,10,Décile 10,07,Transports,8813,0.1822675380542687,6.9813176007866184,1.2724675714703109
decile_de_niveau_de_vie,10,Décile 10,08,Information et communication,894,0.01848941098610192,4.937399030694678,0.09128959988089515
decile_de_niveau_de_vie,10,Décile 10,09,Loisirs et culture,5326,0.11015056254136334,-0.4483867823374621,-0.04939005631058329
decile_de_niveau_de_vie,10,Décile 10,10,Enseignement,472,0.009761747187293184,4.728440919586374,0.046157844847054284
decile_de_niveau_de_vie,10,Décile 10,11,Restauration et hébergement,4928,0.10191925876902713,1.8669446550416913,0.19027761540464622
decile_de_niveau_de_vie,10,Décile 10,12,Autres biens et services,7485,0.15480228325612178,2.838363811631961,0.4393851987521763
decile_de_niveau_de_vie,2,Décile 2,01,Alimentation et boissons non alcoolisées,3436,0.187544348015938,1.1523941982912733,0.21612501857588642
decile_de_niveau_de_vie,2,Décile 2,02,Boissons alcoolisées et tabac,620,0.0338409475465313,1.8773716796484985,0.0635320365363282
decile_de_niveau_de_vie,2,Décile 2,03,Habillement et chaussures,993,0.054200098247912235,-1.479379876380582,-0.0801825346458118
decile_de_niveau_de_vie,2,Décile 2,04,"Logement, eau et énergie",3974,0.21690955733857323,3.576437587657799,0.7757634939878879
decile_de_niveau_de_vie,2,Décile 2,05,Meubles et entretien du foyer,773,0.04219202008623983,-0.019932230416597196,-0.0008409810661006294
decile_de_niveau_de_vie,2,Décile 2,06,Santé,323,0.017630042028273566,-0.5128720836685363,-0.009041956390204532
decile_de_niveau_de_vie,2,Décile 2,07,Transports,2502,0.13656459800229245,6.9813176007866184,0.9534008316777534
decile_de_niveau_de_vie,2,Décile 2,08,Information et communication,657,0.035860487964630754,4.937399030694678,0.17705753851680606
decile_de_niveau_de_vie,2,Décile 2,09,Loisirs et culture,1233,0.06729981987882758,-0.4483867823374621,-0.030176349687358266
decile_de_niveau_de_vie,2,Décile 2,10,Enseignement,230,0.012553899896293871,4.728440919586374,0.05936037397002708
decile_de_niveau_de_vie,2,Décile 2,11,Restauration et hébergement,939,0.05125266088095628,1.8669446550416913,0.0956858812883657
decile_de_niveau_de_vie,2,Décile 2,12,Autres biens et services,2641,0.1441515201135309,2.838363811631961,0.40915445808198286
decile_de_niveau_de_vie,3,Décile 3,01,Alimentation et boissons non alcoolisées,3539,0.1763328350772297,1.1523941982912733,0.20320493611125143
decile_de_niveau_de_vie,3,Décile 3,02,Boissons alcoolisées et tabac,710,0.03537618335824614,1.8773716796484985,0.06641424477082382
decile_de_niveau_de_vie,3,Décile 3,03,Habillement et chaussures,1018,0.050722471350274044,-1.479379876380582,-0.07503780339588603
decile_de_niveau_de_vie,3,Décile 3,04,"Logement, eau et énergie",4194,0.20896860986547086,3.576437587657799,0.7473631909634684
decile_de_niveau_de_vie,3,Décile 3,05,Meubles et entretien du foyer,1013,0.0504733432984554,-0.019932230416597196,-0.001006046308520825
decile_de_niveau_de_vie,3,Décile 3,06,Santé,393,0.019581464872944692,-0.5128720836685363,-0.010042786690669395
decile_de_niveau_de_vie,3,Décile 3,07,Transports,2725,0.13577478824115596,6.9813176007866184,0.9478869188910581
decile_de_niveau_de_vie,3,Décile 3,08,Information et communication,654,0.03258594917787743,4.937399030694678,0.16088983388511807
decile_de_niveau_de_vie,3,Décile 3,09,Loisirs et culture,1478,0.07364225211758844,-0.4483867823374621,-0.03302021247108964
decile_de_niveau_de_vie,3,Décile 3,10,Enseignement,93,0.004633781763826607,4.728440919586374,0.02191056330451085
decile_de_niveau_de_vie,3,Décile 3,11,Restauration et hébergement,1000,0.04982561036372696,1.8669446550416913,0.09302165695274994
decile_de_niveau_de_vie,3,Décile 3,12,Autres biens et services,3253,0.16208271051320378,2.838363811631961,0.46004970001189677
decile_de_niveau_de_vie,4,Décile 4,01,Alimentation et boissons non alcoolisées,4098,0.18103105535185757,1.1523941982912733,0.20861913789802702
decile_de_niveau_de_vie,4,Décile 4,02,Boissons alcoolisées et tabac,760,0.03357335335954411,1.8773716796484985,0.06302966278803988
decile_de_niveau_de_vie,4,Décile 4,03,Habillement et chaussures,1043,0.04607500993947961,-1.479379876380582,-0.06816244250850144
decile_de_niveau_de_vie,4,Décile 4,04,"Logement, eau et énergie",4375,0.19326765914211247,3.576437587657799,0.6912097206344865
decile_de_niveau_de_vie,4,Décile 4,05,Meubles et entretien du foyer,997,0.04404293855192826,-0.019932230416597196,-0.0008778739994410656
decile_de_niveau_de_vie,4,Décile 4,06,Santé,413,0.018244467023015416,-0.5128720836685363,-0.009357077817515814
decile_de_niveau_de_vie,4,Décile 4,07,Transports,3482,0.15381896894464814,6.9813176007866184,1.0738590752281223
decile_de_niveau_de_vie,4,Décile 4,08,Information et communication,702,0.031011176392631533,4.937399030694678,0.1531145522616806
decile_de_niveau_de_vie,4,Décile 4,09,Loisirs et culture,1780,0.07863232760524805,-0.4483867823374621,-0.03525769636262237
decile_de_niveau_de_vie,4,Décile 4,10,Enseignement,169,0.007465653576003888,4.728440919586374,0.03530090186023312
decile_de_niveau_de_vie,4,Décile 4,11,Restauration et hébergement,1373,0.06065291337191324,1.8669446550416913,0.11323563243240015
decile_de_niveau_de_vie,4,Décile 4,12,Autres biens et services,3445,0.1521844767416177,2.838363811631961,0.43195491147555354
decile_de_niveau_de_vie,5,Décile 5,01,Alimentation et boissons non alcoolisées,4042,0.1699247488123765,1.1523941982912733,0.19582029467748463
decile_de_niveau_de_vie,5,Décile 5,02,Boissons alcoolisées et tabac,810,0.0340522133938706,1.8773716796484985,0.06392866105499995
decile_de_niveau_de_vie,5,Décile 5,03,Habillement et chaussures,1087,0.0456972295791819,-1.479379876380582,-0.0676035618457852
decile_de_niveau_de_vie,5,Décile 5,04,"Logement, eau et énergie",4369,0.18367175347879094,3.576437587657799,0.6568905629325651
decile_de_niveau_de_vie,5,Décile 5,05,Meubles et entretien du foyer,1102,0.04632782612351284,-0.019932230416597196,-0.0009234169049939088
decile_de_niveau_de_vie,5,Décile 5,06,Santé,470,0.01975869172236936,-0.5128720836685363,-0.010133681394215834
decile_de_niveau_de_vie,5,Décile 5,07,Transports,3796,0.15958296548534914,6.9813176007866184,1.1140993657285914
decile_de_niveau_de_vie,5,Décile 5,08,Information et communication,704,0.02959599781393198,4.937399030694678,0.14612725091894957
decile_de_niveau_de_vie,5,Décile 5,09,Loisirs et culture,1966,0.08265018707697482,-0.4483867823374621,-0.03705925144303403
decile_de_niveau_de_vie,5,Décile 5,10,Enseignement,131,0.0055072098204901835,4.728440919586374,0.026040516267953714
decile_de_niveau_de_vie,5,Décile 5,11,Restauration et hébergement,1524,0.0640686089040232,1.8669446550416913,0.11961254694932263
decile_de_niveau_de_vie,5,Décile 5,12,Autres biens et services,3786,0.15916256778912852,2.838363811631961,0.45176127257908116
decile_de_niveau_de_vie,6,Décile 6,01,Alimentation et boissons non alcoolisées,4403,0.16259231905465288,1.1523941982912733,0.18737044516530563
decile_de_niveau_de_vie,6,Décile 6,02,Boissons alcoolisées et tabac,885,0.03268094534711965,1.8773716796484985,0.06135428125882279
decile_de_niveau_de_vie,6,Décile 6,03,Habillement et chaussures,1279,0.04723042836041359,-1.479379876380582,-0.0698717452692306
decile_de_niveau_de_vie,6,Décile 6,04,"Logement, eau et énergie",4642,0.17141802067946824,3.576437587657799,0.6130658523599521
decile_de_niveau_de_vie,6,Décile 6,05,Meubles et entretien du foyer,1331,0.0491506646971935,-0.019932230416597196,-0.0009796823738733704
decile_de_niveau_de_vie,6,Décile 6,06,Santé,492,0.018168389955686853,-0.5128720836685363,-0.009318060013475623
decile_de_niveau_de_vie,6,Décile 6,07,Transports,4518,0.16683899556868537,6.9813176007866184,1.1647560162612238
decile_de_niveau_de_vie,6,Décile 6,08,Information et communication,746,0.027548005908419496,4.937399030694678,0.13601549766980167
decile_de_niveau_de_vie,6,Décile 6,09,Loisirs et culture,2430,0.08973412112259971,-0.4483867823374621,-0.040235593836042575
decile_de_niveau_de_vie,6,Décile 6,10,Enseignement,134,0.004948301329394387,4.728440919586374,0.023397750488352072
decile_de_niveau_de_vie,6,Décile 6,11,Restauration et hébergement,1766,0.06521418020679469,1.8669446550416913,0.121751265170001
decile_de_niveau_de_vie,6,Décile 6,12,Autres biens et services,4454,0.16447562776957164,2.838363811631961,0.46684166975660096
decile_de_niveau_de_vie,7,Décile 7,01,Alimentation et boissons non alcoolisées,4536,0.1560962180391617,1.1523941982912733,0.17988437604353955
decile_de_niveau_de_vie,7,Décile 7,02,Boissons alcoolisées et tabac,817,0.02811521387521938,1.8773716796484985,0.05278270629659738
decile_de_niveau_de_vie,7,Décile 7,03,Habillement et chaussures,1422,0.04893492549640387,-1.479379876380582,-0.07239334403156295
decile_de_niveau_de_vie,7,Décile 7,04,"Logement, eau et énergie",4490,0.15451323170102205,3.576437587657799,0.5526069296460139
decile_de_niveau_de_vie,7,Décile 7,05,Meubles et entretien du foyer,1599,0.05502598162359338,-0.019932230416597196,-0.0010967905446209064
decile_de_niveau_de_vie,7,Décile 7,06,Santé,578,0.019890567466189477,-0.5128720836685363,-0.010201316781734197
decile_de_niveau_de_vie,7,Décile 7,07,Transports,5119,0.17615884923775765,6.9813176007866184,1.2298208747178738
decile_de_niveau_de_vie,7,Décile 7,08,Information et communication,776,0.026704291269486216,4.937399030694678,0.1318497418293496
decile_de_niveau_de_vie,7,Décile 7,09,Loisirs et culture,2787,0.09590832444337383,-0.4483867823374621,-0.043004024996541754
decile_de_niveau_de_vie,7,Décile 7,10,Enseignement,159,0.005471626690526171,4.728440919586374,0.025872263540184917
decile_de_niveau_de_vie,7,Décile 7,11,Restauration et hébergement,1969,0.06775869782167315,1.8669446550416913,0.1265017387307578
decile_de_niveau_de_vie,7,Décile 7,12,Autres biens et services,4807,0.1654220723355931,2.838363811631961,0.469528023762512
decile_de_niveau_de_vie,8,Décile 8,01,Alimentation et boissons non alcoolisées,5174,0.15849287792923877,1.1523941982912733,0.18264627299614175
decile_de_niveau_de_vie,8,Décile 8,02,Boissons alcoolisées et tabac,812,0.024873640680042886,1.8773716796484985,0.046697068582465334
decile_de_niveau_de_vie,8,Décile 8,03,Habillement et chaussures,1625,0.04977791392249962,-1.479379876380582,-0.07364044414515074
decile_de_niveau_de_vie,8,Décile 8,04,"Logement, eau et énergie",4557,0.13959258691989584,3.576437587657799,0.4992441748187039
decile_de_niveau_de_vie,8,Décile 8,05,Meubles et entretien du foyer,2015,0.061724613263899525,-0.019932230416597196,-0.001230309213951397
decile_de_niveau_de_vie,8,Décile 8,06,Santé,630,0.01929851432072293,-0.5128720836685363,-0.009897669251376256
decile_de_niveau_de_vie,8,Décile 8,07,Transports,5611,0.17187930770408943,6.9813176007866184,1.1999440360855786
decile_de_niveau_de_vie,8,Décile 8,08,Information et communication,800,0.024506049931076735,4.937399030694678,0.12099614717585365
decile_de_niveau_de_vie,8,Décile 8,09,Loisirs et culture,3234,0.0990657068463777,-0.4483867823374621,-0.04441975353283358
decile_de_niveau_de_vie,8,Décile 8,10,Enseignement,202,0.006187777607596876,4.728440919586374,0.029258540841061345
decile_de_niveau_de_vie,8,Décile 8,11,Restauration et hébergement,2338,0.07161893092357176,1.8669446550416913,0.13370858028756238
decile_de_niveau_de_vie,8,Décile 8,12,Autres biens et services,5647,0.1729820799509879,2.838363811631961,0.4909860757937107
decile_de_niveau_de_vie,9,Décile 9,01,Alimentation et boissons non alcoolisées,5436,0.15155992974042992,1.1523941982912733,0.17465678372630444
decile_de_niveau_de_vie,9,Décile 9,02,Boissons alcoolisées et tabac,827,0.02305740652967909,1.8773716796484985,0.04328732202496189
decile_de_niveau_de_vie,9,Décile 9,03,Habillement et chaussures,2020,0.056319179189784484,-1.479379876380582,-0.08331746034763922
decile_de_niveau_de_vie,9,Décile 9,04,"Logement, eau et énergie",4503,0.125547160342376,3.576437587657799,0.44901158327217416
decile_de_niveau_de_vie,9,Décile 9,05,Meubles et entretien du foyer,2254,0.0628432821256308,-0.019932230416597196,-0.0012526067794632972
decile_de_niveau_de_vie,9,Décile 9,06,Santé,725,0.020213566788412747,-0.5128720836685363,-0.01036697411714637
decile_de_niveau_de_vie,9,Décile 9,07,Transports,6034,0.1682326372431483,6.9813176007866184,1.1744854714123416
decile_de_niveau_de_vie,9,Décile 9,08,Information et communication,851,0.023726545292329995,4.937399030694678,0.1171474217280835
decile_de_niveau_de_vie,9,Décile 9,09,Loisirs et culture,4151,0.1157331251568294,-0.4483867823374621,-0.05189320359892952
decile_de_niveau_de_vie,9,Décile 9,10,Enseignement,249,0.006942314662503136,4.728440919586374,0.0328263247268243
decile_de_niveau_de_vie,9,Décile 9,11,Restauration et hébergement,3011,0.08394903393091142,1.8669446550416913,0.15672820019322867
decile_de_niveau_de_vie,9,Décile 9,12,Autres biens et services,5806,0.16187581899796472,2.838363811631961,0.45946246662210855
decile_de_niveau_de_vie,TOT,Ensemble,01,Alimentation et boissons non alcoolisées,4410,0.16089605603998686,1.1523941982912733,0.18541568150842844
decile_de_niveau_de_vie,TOT,Ensemble,02,Boissons alcoolisées et tabac,788,0.028749680761793572,1.8773716796484985,0.05397383646112652
decile_de_niveau_de_vie,TOT,Ensemble,03,Habillement et chaussures,1374,0.050129519500893865,-1.479379876380582,-0.07416060236225035
decile_de_niveau_de_vie,TOT,Ensemble,04,"Logement, eau et énergie",4454,0.16250136816374183,3.576437587657799,0.5811760011466247
decile_de_niveau_de_vie,TOT,Ensemble,05,Meubles et entretien du foyer,1558,0.056842642927505564,-0.019932230416597196,-0.0011330006563194
decile_de_niveau_de_vie,TOT,Ensemble,06,Santé,505,0.01842460505673319,-0.5128720836685363,-0.009449465586216602
decile_de_niveau_de_vie,TOT,Ensemble,07,Transports,4482,0.16352293042431318,6.9813176007866184,1.1416055123034632
decile_de_niveau_de_vie,TOT,Ensemble,08,Information et communication,743,0.027107884271589625,4.937399030694678,0.1338424415267301
decile_de_niveau_de_vie,TOT,Ensemble,09,Loisirs et culture,2566,0.093618884308074,-0.4483867823374621,-0.04197747030092042
decile_de_niveau_de_vie,TOT,Ensemble,10,Enseignement,214,0.007807654420080995,4.728440919586374,0.0369180326459004
decile_de_niveau_de_vie,TOT,Ensemble,11,Restauration et hébergement,1972,0.07194717063738189,1.8669446550416913,0.13432138566683263
decile_de_niveau_de_vie,TOT,Ensemble,12,Autres biens et services,4343,0.15845160348790543,2.838363811631961,0.4497432972351274
statut_d_occupation,P,Propriétaires,01,Alimentation et boissons non alcoolisées,5118,0.1730340117655014,1.1523941982912733,0.19940339126562773
statut_d_occupation,P,Propriétaires,02,Boissons alcoolisées et tabac,808,0.027317600919602406,1.8773716796484985,0.05128529032240133
statut_d_occupation,P,Propriétaires,03,Habillement et chaussures,1445,0.048853877882209754,-1.479379876380582,-0.07227344382209552
statut_d_occupation,P,Propriétaires,04,"Logement, eau et énergie",2813,0.09510446953817026,3.576437587657799,0.34013519961056826
statut_d_occupation,P,Propriétaires,05,Meubles et entretien du foyer,1998,0.06755020623436338,-0.019932230416597196,-0.0013464262753519914
statut_d_occupation,P,Propriétaires,06,Santé,580,0.019609168976942322,-0.5128720836685363,-0.01005699535221283
statut_d_occupation,P,Propriétaires,07,Transports,5323,0.1799648387314896,6.9813176007866184,1.2563916961588737
statut_d_occupation,P,Propriétaires,08,Information et communication,763,0.025796199878287917,4.937399030694678,0.12736613227466492
statut_d_occupation,P,Propriétaires,09,Loisirs et culture,3002,0.10149435391169112,-0.4483867823374621,-0.045508726775882795
statut_d_occupation,P,Propriétaires,10,Enseignement,243,0.00821556562309825,4.728440919586374,0.03884681666980489
statut_d_occupation,P,Propriétaires,11,Restauration et hébergement,2232,0.07546149164919873,1.8669446550416913,0.1408824284959448
statut_d_occupation,P,Propriétaires,12,Autres biens et services,5253,0.17759821488944486,2.838363811631961,0.5040883461526368
statut_d_occupation,L,Locataires,01,Alimentation et boissons non alcoolisées,3323,0.1380212659910284,1.1523941982912733,0.15905490616887777
statut_d_occupation,L,Locataires,02,Boissons alcoolisées et tabac,758,0.031483635155341416,1.8773716796484985,0.05910648501302383
statut_d_occupation,L,Locataires,03,Habillement et chaussures,1265,0.05254195049011464,-1.479379876380582,-0.07772950422086046
statut_d_occupation,L,Locataires,04,"Logement, eau et énergie",6975,0.2897075926233594,3.576437587657799,1.0361211236880359
statut_d_occupation,L,Locataires,05,Meubles et entretien du foyer,882,0.03663399235753447,-0.019932230416597196,-0.0007301971767502378
statut_d_occupation,L,Locataires,06,Santé,389,0.016157168964944343,-0.5128720836685363,-0.008286560913235614
statut_d_occupation,L,Locataires,07,Transports,3190,0.13249709254028907,6.9813176007866184,0.9250042842045735
statut_d_occupation,L,Locataires,08,Information et communication,713,0.02961455391261007,4.937399030694678,0.14621886978257623
statut_d_occupation,L,Locataires,09,Loisirs et culture,1895,0.07870908788835354,-0.4483867823374621,-0.03529211465897535
statut_d_occupation,L,Locataires,10,Enseignement,168,0.006977903306197043,4.728440919586374,0.032994603525939144
statut_d_occupation,L,Locataires,11,Restauration et hébergement,1572,0.06529323807941519,1.8669446550416913,0.1218988618427288
statut_d_occupation,L,Locataires,12,Autres biens et services,2946,0.12236251869081242,2.838363811631961,0.34730934495214144
statut_d_occupation,TOT,Ensemble,01,Alimentation et boissons non alcoolisées,4410,0.16089605603998686,1.1523941982912733,0.18541568150842844
statut_d_occupation,TOT,Ensemble,02,Boissons alcoolisées et tabac,788,0.028749680761793572,1.8773716796484985,0.05397383646112652
statut_d_occupation,TOT,Ensemble,03,Habillement et chaussures,1374,0.050129519500893865,-1.479379876380582,-0.07416060236225035
statut_d_occupation,TOT,Ensemble,04,"Logement, eau et énergie",4454,0.16250136816374183,3.576437587657799,0.5811760011466247
statut_d_occupation,TOT,Ensemble,05,Meubles et entretien du foyer,1558,0.056842642927505564,-0.019932230416597196,-0.0011330006563194
statut_d_occupation,TOT,Ensemble,06,Santé,505,0.01842460505673319,-0.5128720836685363,-0.009449465586216602
statut_d_occupation,TOT,Ensemble,07,Transports,4482,0.16352293042431318,6.9813176007866184,1.1416055123034632
statut_d_occupation,TOT,Ensemble,08,Information et communication,743,0.027107884271589625,4.937399030694678,0.1338424415267301
statut_d_occupation,TOT,Ensemble,09,Loisirs et culture,2566,0.093618884308074,-0.4483867823374621,-0.04197747030092042
statut_d_occupation,TOT,Ensemble,10,Enseignement,214,0.007807654420080995,4.728440919586374,0.0369180326459004
statut_d_occupation,TOT,Ensemble,11,Restauration et hébergement,1972,0.07194717063738189,1.8669446550416913,0.13432138566683263
statut_d_occupation,TOT,Ensemble,12,Autres biens et services,4343,0.15845160348790543,2.838363811631961,0.4497432972351274
